0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15496982319198316,2.028346153452807,0.5421392406013461,1.769158453226731,0.9689288490073938,0.6620194988899966,2.087418596507593,-0.6421990954681593
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.48900092763409914,-1.2488835699818857,-0.8199246243612022,1.3734107489991134,-0.5754139400735935,-0.41706875729217946,0.004289496104767974,-1.1055289425036396
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4651859862740841,1.1788325437024532,-0.12440265076330517,1.8680953792836354,-1.2577979631558902,-0.41706875729217946,-0.41233632397579706,-0.5263666337092893
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.4306602748516272,0.23222882689533342,1.2666412964324887,0.087230710259356,0.2506298773418183,3.8992842674365247,-0.8289621440563621,1.4427852161915022
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.48340912863813457,-0.3634866748413054,-0.9358449532941849,-0.40745392002516606,-0.1444345570742482,-0.41706875729217946,0.004289496104767974,-0.9896964807447697
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7798613879863769,0.7082782062282187,-0.6750242131949736,0.28510456237316484,-0.6113288886568723,1.7411077550721725,-0.8289621440563621,-0.4105341719504192
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.7298762992794803,0.5951002055370891,0.5711193228345918,-0.7042646981958792,0.35837472309165463,-0.41706875729217946,-0.41233632397579706,-1.5688587895391202
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.16484614271175183,-1.2488835699818857,-0.7909445421279564,-1.2978862545373058,0.9689288490073938,-0.41706875729217946,-0.41233632397579706,-1.33719386602138
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.47335731002868553,-0.6272486840565499,-0.8778847888276935,-0.5063908460820704,0.609779363174606,-0.41706875729217946,0.420915316185333,0.5161255221205415
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.4837653152984022,0.9850826641923093,0.7160197340008203,-1.1989493284804014,-0.7909036315732662,-0.41706875729217946,-0.8289621440563621,1.095287830914892
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8080790608459606,0.2794001199590537,-0.8199246243612022,-1.3968231805942102,-1.4732876546555629,-0.41706875729217946,-0.8289621440563621,-0.06303678667380894
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9637873864990689,0.7664064803474417,0.744999816234066,0.9776630447714957,1.4717381291732967,-0.41706875729217946,-0.41233632397579706,1.211120292673762
